ogc_fid,molen_dbnr,ten_brugge,molen_naam,bouwjaar_1,bouwjaar_2,verdwenen1,verdwenen2,status,type,functie,aandrijvin,infolink,hoofdcat,numeriek
11193,7748,02970 f,Op Hoop,1836,,1868,,verdwenen,stellingmolen,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02970 f,industriemolen,2
11194,9309,02971 b,Polder 97,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02971 b,poldermolen,1
11195,7765,02971 c,Korenmolen van Baard,1622,,1856,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02971 c,industriemolen,2
11196,10234,02978 a,Polder 111,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02978 a,poldermolen,1
11197,10250,02978 b,Polder 69,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02978 b,poldermolen,1
11198,3241,02982 a,De Eendracht,1883,,1919,,verdwenen,stellingmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 a,industriemolen,2
11199,3820,02982 b,De Hersteller,1819,,1903,,verdwenen,stellingmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 b,industriemolen,2
11200,9672,02982 bb,Deinumerpolder/ <br>Deinumer Nieuwlandspolder/ Het Voorbeeld,1775,,1916,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 bb,poldermolen,1
11201,4206,02982 c,De Fortuin,1760,,1873,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 c,industriemolen,2
11202,2772,02982 d,De Kat,1738,,1903,,verdwenen,stellingmolen,oliemolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 d,industriemolen,2
11203,2987,02982 e,De Jonge,1871,,1887,,verdwenen,stellingmolen,oliemolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 e,industriemolen,2
11204,3191,02982 f,De Hoop/ Groote Weijdmolen/ 's Princenweitmolen,1700,,1885,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 f,industriemolen,2
11205,3189,02982 g,De Arend,1760,,1901,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 g,industriemolen,2
11206,3190,02982 h,Het Lam,1830,,1919,,verdwenen,stellingmolen,"grutmolen, pelmolen, roggemolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 h,industriemolen,2
11207,4403,02982 i,De Leeuw,1690,,1882,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 i,industriemolen,2
11208,3785,02982 j,Zaagmolen van Jildert Romein,1840,,1858,,verdwenen,stellingmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 j,industriemolen,2
11209,10463,02982 l,Pelmolen van Jentje Wijbrandi,1685,,1882,,verdwenen,wipmolen,pelmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 l,industriemolen,2
11210,10464,02982 m,Pelmolen van Tiede Dijkstra,1742,,1878,,verdwenen,onbekend,"pelmolen, oliemolen, korenmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 m,industriemolen,2
11211,10465,02982 n,Pelmolen van Gerrit Gorter,1685,,1885,,verdwenen,onbekend,"pelmolen, korenmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 n,industriemolen,2
11212,3194,02982 o,De Visser/ De Fisker/ Molen van Van der Wint/ Molen van Timmermans,1662,,1910,,verdwenen,stellingmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 o,industriemolen,2
11213,11580,02982 p,Cichoreifabriek van Willem ter Horst,1813,,1916,,verdwenen,rosmolen,cichoreimolen,rosmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 p,rosmolen,3
11214,10467,02982 q,Polder 15,1832,,1928,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02982 q,poldermolen,1
11215,10483,02987 a,De Herderin/ De Blauwe Molen,1829,,1892,,verdwenen,stellingmolen,oliemolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02987 a,industriemolen,2
11216,7842,02987 b,Polder 22/ Polder Verkouteren,1832,,1949,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02987 b,poldermolen,1
11217,5838,02987 c,De Kroon,1760,,1914,,verdwenen,stellingmolen,"snuifmolen, verfmolen, oliemolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02987 c,industriemolen,2
11218,10478,02987 d,Polder 21 (1e),1832,,1894,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02987 d,poldermolen,1
11219,3286,02987 f,De Phenix/ De Phoenix,1848,,1916,,verdwenen,stellingmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02987 f,industriemolen,2
11220,3193,02987 g,De Jonge Fenix/ De Stenen Molen,1752,,1904,,verdwenen,stellingmolen,"oliemolen, runmolen, cementmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02987 g,industriemolen,2
11221,10228,02988 a,De Drie Gouden Kronen,1770,,1892,,verdwenen,stellingmolen,oliemolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02988 a,industriemolen,2
11222,9952,02991 a,Polder 98,1832,,1930,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02991 a,poldermolen,1
11223,10205,02991 b,Polder 94,1832,,1926,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02991 b,poldermolen,1
11224,12583,02996 a,Polder 95A,1850,,1874,,verdwenen,kleine molen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02996 a,poldermolen,1
11225,10146,02999 a,Hardegarijperpolder,1832,,1928,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=02999 a,poldermolen,1
11226,10196,03000 a,Polder 79,1850,,1930,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03000 a,poldermolen,1
11227,10166,03000 b,Polder 124,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03000 b,poldermolen,1
11228,4111,03002 a,De Basuin,1849,,1913,,verdwenen,stellingmolen,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03002 a,industriemolen,2
11229,1215,03005 a,Molen van Kuiken/ Hommema-State,1847,,1905,,verdwenen,stellingmolen,"pelmolen, rogmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03005 a,industriemolen,2
11230,12585,03007 a,Polder Hatsum,0,onbekend,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03007 a,poldermolen,1
11231,11278,03010 a,Fiersumerpolder,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03010 a,poldermolen,1
11232,2429,03010 b,De Stenen Molen/ De Twee Gebroeders/ Stadspolder,1818,,1908,,verdwenen,stellingmolen,diversen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03010 b,industriemolen,2
11233,2431,03010 c,Molen van Eelke Ymessen,1780,,1926,,verdwenen,stellingmolen,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03010 c,industriemolen,2
11234,1886,03010 d,De Haan,1892,,1912,,verdwenen,stellingmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03010 d,industriemolen,2
11235,2427,03011 a,De Gideon,1762,,1902,,verdwenen,paltrokmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03011 a,industriemolen,2
11236,11294,03011 b,Polder Hitsum,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03011 b,poldermolen,1
11237,9800,03011 c,Polder Kie,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03011 c,poldermolen,1
11238,14028,03011 d,Polder Groot-Ungabuurt,1873,,1912,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03011 d,poldermolen,1
11239,2465,03011 e,De Blauwe Molen/ De Noordsche Hengst/ De Noordsche Hingst,1653,,1799,,verdwenen,stellingmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03011 e,industriemolen,2
11240,7667,03011 f,Jan Ruierdts molen,1658,,1714,,verdwenen,wipmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03011 f,industriemolen,2
11241,7661,03011 h,De Paltrok/ De Poltrog/ De Hoop,1855,,1894,,verdwenen,paltrokmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03011 h,industriemolen,2
11242,11616,03011 i,Westerpolder,1852,,1930,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03011 i,poldermolen,1
11243,11086,03011 j,Polder 4,1832,,1928,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03011 j,poldermolen,1
11244,12586,03012 a,Polder Pietersbierum,1849,,1928,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03012 a,poldermolen,1
11245,12587,03013 a,Sexbierumer Noorderpolder,1849,,1928,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03013 a,poldermolen,1
11246,3418,03017 a,De Windlust/ Molen van Mourik,1852,,1915,,verdwenen,stellingmolen,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03017 a,industriemolen,2
11247,10543,03019 a,Polder 2,1832,,1928,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03019 a,poldermolen,1
11248,12588,03019 b,Noordpolder onder Minnertsga,1873,,1928,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03019 b,poldermolen,1
11249,11093,03024 a,Zuid-Oosterpolder,1832,,1930,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03024 a,poldermolen,1
11250,12590,03027 a,Polder 3,1850,,1928,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03027 a,poldermolen,1
11251,482,03027 b,Polder Het Noorden/ De Zwarte Haan/ Polder 4,1850,voor,1925,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03027 b,poldermolen,1
11252,12591,03027 c,Polder 5,1850,,1928,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03027 c,poldermolen,1
11253,7829,03029 a,Pelmolen,1697,,1860,,verdwenen,onbekend,pelmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03029 a,industriemolen,2
11254,12593,03029 b,Mosterdmolen,1850,,1864,,verdwenen,wipmolen,mosterdmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03029 b,industriemolen,2
11255,3370,03029 c,Rogmolen,1528,,1907,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03029 c,industriemolen,2
11256,12594,03029 d,(korenmolen),0,onbekend,0,onbekend,verdwenen,onbekend,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03029 d,industriemolen,2
11257,3726,03032 a,De Leeuw,1857,,1927,,verdwenen,stellingmolen,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03032 a,industriemolen,2
11262,9969,03047 a,Wanswerdermeer,1832,,1928,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03047 a,poldermolen,1
11263,9422,03054 a,Polder 4,1832,,1926,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03054 a,poldermolen,1
11265,9489,03067 a,Polder 44,1832,,1926,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03067 a,poldermolen,1
11266,9470,03067 b,Polder 43a,1832,,1926,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03067 b,poldermolen,1
11268,9486,03069 a,Polder 26,1850,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03069 a,poldermolen,1
11269,1057,03073 a,De Welkomst,1777,,1911,,verdwenen,stellingmolen,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03073 a,industriemolen,2
11270,12609,03077 a,Polder 175,1850,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03077 a,poldermolen,1
11271,3704,03078 a,(korenmolen),1848,,1911,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03078 a,industriemolen,2
11272,2783,03079 a,Waterschap De Putten/ polder 178,1854,,1928,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03079 a,poldermolen,1
11273,9771,03079 b,Polder 146,1832,,1928,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03079 b,poldermolen,1
11274,1293,03080 a,Mûne fan Pijbes/ Molen van Piebes,1800,voor,1909,,verdwenen,stellingmolen,"runmolen, later oliemolen, trasmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03080 a,industriemolen,2
11275,2378,03080 b,De Goede Verwachting,1811,,1877,,verdwenen,paltrokmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03080 b,industriemolen,2
11276,14934,03080 c,Molen van Douma,1750,,1920,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03080 c,industriemolen,2
11277,236,03080 d,Molen van Aalfs,1905,,1924,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03080 d,industriemolen,2
11278,12612,03080 e,Polder 154,1854,,1926,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03080 e,poldermolen,1
11279,12613,03081 a,Polder 143,1854,,1925,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03081 a,poldermolen,1
11280,12614,03081 b,Polder 140a,1854,,1925,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03081 b,poldermolen,1
11281,12615,03081 c,Polder 140b,1854,,1925,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03081 c,poldermolen,1
11282,12616,03081 d,Polder 130,1854,,1926,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03081 d,poldermolen,1
11283,12617,03081 e,Polder Amerika,1854,,1926,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03081 e,poldermolen,1
11284,10174,03081 f,Polder 137,1832,,1930,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03081 f,poldermolen,1
11285,12618,03081 g,Polder 135,1854,,1926,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03081 g,poldermolen,1
11287,2936,03083 a,Polder De Lytse Mar/ Jornahuistermeerpolder,1840,,1924,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03083 a,poldermolen,1
11288,3020,03083 b,Het Fortuin,1823,,1876,,verdwenen,spinnenkop,"korenmolen, later ook oliemolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03083 b,industriemolen,2
11289,1884,03083 c,Nieuwe Hoek/ Molen van Hoekstra-Kooistra,1829,,1917,,verdwenen,stellingmolen,oliemolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03083 c,industriemolen,2
11290,3019,03083 d,Molen van Hoogterp,1853,,1918,,verdwenen,stellingmolen,oliemolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03083 d,industriemolen,2
11291,12621,03083 e,Polder W,1850,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03083 e,poldermolen,1
11292,3121,03083 f,"Polder de Grote Wargaastermeer, bovenmolen",1632,,1915,,verdwenen,grondzeiler,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03083 f,poldermolen,1
11293,11330,03085 a,Polder 56,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03085 a,poldermolen,1
11294,11365,03090 a,Polder 67,1832,,1928,,verdwenen,muonts / monniksmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03090 a,poldermolen,1
11295,2758,03091 a,Polder 46,1832,,1928,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03091 a,poldermolen,1
11296,2759,03091 b,Polder 44,1832,,1928,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03091 b,poldermolen,1
11297,11339,03091 c,Polder 47,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03091 c,poldermolen,1
11298,10112,03091 d,Polder 45,1820,,1887,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03091 d,poldermolen,1
11299,470,03093 a,Polder 41,1832,voor,1928,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03093 a,poldermolen,1
11300,9777,03095 a,Polder 104,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03095 a,poldermolen,1
11301,9313,03095 b,Polder 103,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03095 b,poldermolen,1
11302,9334,03095 c,Polder 105,1832,,1928,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03095 c,poldermolen,1
11303,11036,03095 d,Polder 284,1832,,1930,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03095 d,poldermolen,1
11304,8522,03095 e,"Polder 147, Molen a",1811,,1930,,verdwenen,onbekend,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03095 e,poldermolen,1
11305,8523,03095 f,"Polder 149, Terpensmolen",1832,,1930,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03095 f,poldermolen,1
11306,8154,03098 a,"Polder 47/ De Ruiterpolder, Molen e",1832,,1932,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03098 a,poldermolen,1
11307,8531,03099 a,Polder 44,1832,,1922,,verdwenen,spinnenkop,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03099 a,poldermolen,1
11308,4620,03099 c,Standerdmolen van Oostelbeers,1410,,1884,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03099 c,industriemolen,2
11309,5980,03099 d,(standerdmolen),1741,,1850,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03099 d,industriemolen,2
11310,6084,03100 a,Korenwindmolen van Oerle <i>2e standplaats</i>,1462,,1914,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03100 a,industriemolen,2
11311,4873,03100 b,(bergmolen),1816,,1898,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03100 b,industriemolen,2
11312,12634,03100 c,(standerdmolen),1740,,1900,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03100 c,industriemolen,2
11313,6167,03104 a,(standerdmolen),1882,,1907,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03104 a,industriemolen,2
11314,2393,03104 c,"Polder Lange Weide, Lange Weijsche Molen",1615,<,1871,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03104 c,poldermolen,1
11315,8013,03104 d,"Noordzijdsche Polder, Noort Zyder Mole (west)",1445,,1872,,verdwenen,wipmolen,poldermolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03104 d,poldermolen,1
11316,6802,03109 a,DRU-ijzerfabriek,1754,,1890,,verdwenen,watermolen,ijzergieterij,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03109 a,watermolen,4
11317,4689,03109 b,Molen Kraaijenbrink,1855,,1908,,verdwenen,beltmolen,"korenmolen, pelmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03109 b,industriemolen,2
11318,2066,03109 c,Molen van Willemsen,1778,,1911,,verdwenen,beltmolen,"korenmolen, oliemolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03109 c,industriemolen,2
11319,1289,03114 a,Molen van Brunsveld,1856,,1924,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03114 a,industriemolen,2
11320,738,03114 b,Jagerinksmolen/ Ressingsmolen,1823,/24,1912,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03114 b,industriemolen,2
11321,259,03114 c,Molen van Assink,1849,,1911,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03114 c,industriemolen,2
11322,2656,03116 a,De Prins van Oranje (voorganger),1644,,1868,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03116 a,industriemolen,2
11323,12083,03118 a,(standerdmolen),1402,,1849,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03118 a,industriemolen,2
11324,4691,03118 b,De Hoop,1852,,1930,,verdwenen,beltmolen,"korenmolen, zaagmolen, moutmolen, runmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03118 b,industriemolen,2
11325,4841,03118 c,De Eendracht/ Van Eerdens Mölle,1845,,1967,,verdwenen,beltmolen,"korenmolen, zaagmolen",windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03118 c,industriemolen,2
11326,12082,03119 a,Molen van de Ahof of de Pol,1503,,1900,,verdwenen,watermolen,korenmolen,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03119 a,watermolen,4
11327,3648,03119 b,De Moezemölle/ Molen van Balke,1861,,1917,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03119 b,industriemolen,2
11328,2123,03120 a,Keurhorstermolen/ De Nieuwe Molen/ De Nieuwe Mölle,1671,,1926,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03120 a,industriemolen,2
11329,1708,03121 a,Sillevoldsche Graanmolen/ De Vlijt,1812,,1927,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03121 a,industriemolen,2
11330,5166,03122 a,Terborgsche Molen,1830,,1921,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03122 a,industriemolen,2
11331,12636,03122 b,IJzergieterij Vulkaansoord,1821,,1892,,verdwenen,watermolen,ijzergieterij,watermolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03122 b,watermolen,4
11332,4695,03122 d,(windmolen),1874,,1914,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03122 d,industriemolen,2
11333,4694,03123 a,Holtkampsemolen (2e)/ Aurora,1801,,1870,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03123 a,industriemolen,2
11334,5151,03123 b,Molen van Sagleven,1850,,1916,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03123 b,industriemolen,2
11335,4692,03123 d,Molen van Coops,1856,,1915,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03123 d,industriemolen,2
11336,741,03123 e,Haepse molen/ Homoetse molen,1850,na,1920,,verdwenen,stellingmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03123 e,industriemolen,2
11337,4693,03123 f,(zaagmolen),1832,,1864,,verdwenen,paltrokmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03123 f,industriemolen,2
11338,5993,03125 a,(standerdmolen),1743,,1924,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03125 a,industriemolen,2
11339,830,03130 a,Zaagmolen van de gebr. Kremer,1902,,1920,,verdwenen,beltmolen,zaagmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03130 a,industriemolen,2
11340,2139,03134 a,Oude Molen,1546,,1917,,verdwenen,standerdmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03134 a,industriemolen,2
11341,4687,03134 b,Buursinkmolen,1856,,1921,,verdwenen,beltmolen,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03134 b,industriemolen,2
11342,825,03134 c,Molen van Boeyink,1869,,1915,,verdwenen,grondzeiler,korenmolen,windmolen,https://www.molendatabase.org/molendb.php?step=details&tbnummer=03134 c,industriemolen,2
